Sample,Time,Event,Cost
32,7.468417234241109,1,0.08243332237785765
32,61.06298745338908,1,0.11767862923428166
32,64.2082323624739,1,0.06989684384460751
32,73.476089363153,1,0.44277251677564083
32,76.46469673711495,1,0.8314411078768098
32,90.42573380312955,1,0.13959678666554712
32,107.15737258864652,1,0.023630148680685865
32,118.67619201284191,1,0.29059625829116326
32,153.76127101659003,0,0.0
33,44.326541548472946,0,0.0
34,5.740568718674062,1,0.00639391314435121
34,8.345901282069036,1,0.5750236821787257
34,84.87735448432892,0,0.0
35,9.253914094424468,1,0.05525195850223795
35,116.109383693582,0,0.0
36,0.621227442924917,1,0.29185687499399343
36,28.757577369252182,1,0.17770558144293866
36,31.90343743472808,1,0.07797000631665445
36,40.057016817984056,0,0.0
37,8.283591878277912,1,0.1526150772171653
37,16.471350686451693,1,0.42914801528100593
37,17.424956091083967,1,0.8278664062909844
37,109.0995346299266,0,0.0
38,6.895370663091156,1,0.26052292809681055
38,29.334275728838563,1,0.35248015899930585
38,174.52775722383788,0,0.0
39,3.1925472884705317,1,0.011047792821944987
39,5.091374584307941,1,0.0424583374905769
39,16.92135563025043,1,0.007558028555893197
39,21.463849935220786,1,0.1159890855374039
39,24.029802622255716,1,0.02921987520054302
39,25.74983783492337,1,0.0022695056172992263
39,27.086678239128595,1,0.4180008423668462
39,27.669093661452298,1,0.2165386273385187
39,32.87643448464251,1,0.31208410709404705
39,41.71095012849482,1,0.17070539955331077
39,121.21104810798515,0,0.0
40,0.158761920789434,1,0.13007293459289074
40,11.43806960770872,1,0.18898772157217428
40,23.14957103747676,1,0.24213955798159903
40,28.73955904046253,1,0.03140533293931982
40,29.040395827335256,1,0.088642001936157
40,32.615534808378186,1,0.0880822670358322
40,40.48437528973889,1,0.17503281597369874
40,43.592804632625274,1,0.1344754276388144
40,45.442155583260394,1,0.019171972821625763
40,52.50368042540117,1,0.10705530394041618
40,59.57372936807762,1,0.1550119667976984
40,99.86103268568375,0,0.0
41,8.529649149660166,0,0.0
42,11.833319411993497,1,0.06977052068317705
42,24.536843626170366,1,0.1683127334047826
42,35.6565653728868,1,0.12276328825839923
42,104.08767937137277,0,0.0
43,1.9300944831996774,1,0.03702011547572965
43,6.623686284724919,1,0.03495217685161003
43,16.121526241670608,1,0.4154363686939456
43,32.10301336890018,1,0.514063839717502
43,42.74254180138056,1,0.2122893639760658
43,53.75788898710156,1,0.5892438498594609
43,56.111609929155826,1,0.282707771793693
43,65.5971210544212,1,0.03162223450380235
43,95.05269668950805,1,0.028101239236690632
43,133.2922135740294,0,0.0
44,0.7030884479104523,1,0.15002539261824466
44,10.48513885012331,1,0.1842840503592391
44,20.817645677138316,1,0.7479390706927931
44,146.22954171855164,0,0.0
45,1.085312160166183,1,0.15387200715995808
45,6.894186998630303,1,0.04035535323231889
45,9.757170372890604,1,0.2649114988610929
45,23.8817840938908,1,0.033388138621559434
45,40.209171429479284,1,0.09672413057643335
45,137.2726106691441,0,0.0
46,42.220555589090566,0,0.0
47,66.78986492866444,0,0.0
48,5.855614648015937,1,0.09092373365919545
48,21.483428574089658,1,0.21375300380805137
48,30.911346719058756,1,0.09957254211718973
48,32.334207777285286,1,0.4803762321072692
48,37.85471742827461,1,0.2079361963246655
48,89.29831252590269,0,0.0
49,5.848821293755029,1,0.35773321351794396
49,15.10388297746055,0,0.0
50,60.38030728877276,0,0.0
51,3.931643617908257,1,0.3950237429979011
51,5.618387614248403,1,0.1991658871194152
51,40.601152065457754,1,0.6488560757929913
51,43.91113421957879,1,0.2428081258137778
51,45.67328551728912,1,0.8139549681487116
51,49.916306178924984,1,0.20520222793606757
51,52.911053401596135,0,0.0
52,7.346089683559455,1,0.048964947556068394
52,151.14277226425247,0,0.0
53,0.374099113711968,1,1.1134048794205473
53,8.582336025531907,0,0.0
54,12.656403231722331,0,0.0
55,0.7672107467333866,1,0.18437939480428495
55,12.485614378603481,1,0.0031236105196322103
55,18.701166689586948,1,0.061646631408701885
55,32.61903110631941,1,0.06025621335574488
55,61.563618327592366,0,0.0
56,1.597794759318793,1,0.0612659631206146
56,6.8187550008471245,1,0.4377094267685639
56,15.669608340501744,1,0.3129279134073661
56,17.540485140590086,1,0.21290926146707884
56,32.26568923538129,1,0.5080392351815106
56,32.92872163462514,1,0.2634087364694024
56,36.50640638855754,1,0.2312884208488629
56,44.21193253195294,1,0.011902137495779765
56,44.968680973753315,1,0.9723224812248651
56,79.23360615366097,0,0.0
57,19.10021625233866,1,0.022242249134375357
57,25.787876234407786,1,0.08825704905196767
57,27.54538164929257,1,0.2579017324608078
57,35.09263504367504,1,0.052639254564239936
57,49.03538600527031,1,0.07282298704527777
57,52.96244731757863,1,1.2210420337507182
57,58.3594043014582,1,0.029972858871165062
57,62.35894323129519,1,0.48784029054206335
57,73.59731270158194,0,0.0
58,97.104287421456,0,0.0
59,6.97761816183677,1,0.05743989932283904
59,100.8034633928316,0,0.0
60,9.006806137523371,1,0.01488995918190197
60,63.14960444570186,0,0.0
61,1.6476713577277715,1,0.032813969363004195
61,102.4857112106929,0,0.0
62,11.09074173321616,1,0.6059230889000462
62,120.2622946444343,0,0.0
63,5.690726999764466,1,0.3742329290305807
63,165.34408398877562,0,0.0
64,6.606006417043528,1,0.0885977320257322
64,19.831311430838177,1,0.0445336422500901
64,58.37187100900178,1,0.5898800044731571
64,64.97933265924071,1,0.32223304658525737
64,80.80274361899083,1,0.37884093492745324
64,108.59599605609938,1,0.06003793953475197
64,123.29629855295696,1,0.042129887148123386
64,128.8362866101506,0,0.0
65,0.18278418272443478,1,0.25021352208881614
65,1.279525519848534,1,0.007755613898470365
65,44.52917438200009,0,0.0
66,16.181823161697018,1,0.010690023604013728
66,25.770235457969257,1,0.25436569905577944
66,32.33631140387686,1,0.19641811151432834
66,77.5053581876733,1,0.23689616651053014
66,83.53734207640575,1,0.07095414961426644
66,85.65420054283844,1,0.0729384106555223
66,89.6873762307254,0,0.0
67,28.39002719112937,1,0.07797914593297132
67,122.28354978344323,0,0.0
68,110.88970579995548,0,0.0
69,109.0531363974118,0,0.0
70,18.910980622280228,1,0.0012771967083275567
70,19.413058604829434,1,0.2756654893465411
70,71.59615958697651,0,0.0
71,12.029204174911131,1,0.10068498784074596
71,22.992367386742146,1,0.14260594576043015
71,33.715059060857826,1,0.229243303519688
71,37.76251099668394,1,0.5564461071980439
71,39.08449611568208,1,0.034352023330443106
71,39.777380814381424,1,0.26994309916112613
71,44.09332997827143,1,0.12148208014581785
71,45.267514228864584,1,0.24801593334531455
71,46.17417695135654,1,0.47331668480142913
71,50.610267620629465,1,0.050744888384185276
71,54.07018364536522,1,0.9883707255052562
71,60.96234037246992,1,0.6407576145000289
71,65.05060669007717,1,0.12064847851149103
71,81.11967886945854,0,0.0
72,1.0427327963137833,1,0.0017260545999005748
72,43.23063970347085,0,0.0
73,38.59195730885584,1,0.3684461767697638
73,46.23319461365726,1,0.021524402865600527
73,46.41268964971022,1,0.06430130898513976
73,53.57713007891995,1,0.05047922897536303
73,54.608651569766195,1,0.5071341835825908
73,75.90100139374263,1,0.22855679052916172
73,87.56437242646803,1,0.08261289821325506
73,93.31726788313766,1,0.9545025618634619
73,94.31378926671628,1,0.06922072837662115
73,148.1285966975671,0,0.0
74,41.97096987812632,1,0.03554257785210078
74,45.36868443730453,1,0.23495886216014963
74,53.278543911577884,1,0.08661552761964342
74,54.552000881328986,1,0.20309700894200328
74,54.68886163442637,1,0.09096511724814095
74,55.64935709874503,1,0.12191793941372973
74,56.22529634589675,1,0.12890841735846773
74,75.35513048907865,1,0.5445297805841703
74,77.5987531251567,1,0.8812942646613009
74,85.34971586460992,1,0.40062857146433317
74,161.55272656751725,0,0.0
75,0.5868429125249639,1,0.5587009348083812
75,2.8642348731984457,1,0.13422668239723518
75,13.82658136182588,1,0.4664919940458782
75,15.078910715818788,1,0.16461136149941163
75,15.868074508573,1,0.06270752952494124
75,18.280066689485732,1,0.2820578114542633
75,148.99407373216516,0,0.0
76,2.3112706393249476,1,0.20782402359061813
76,115.09471910258311,0,0.0
77,7.5359392618559236,1,0.010459465146486343
77,11.919153412245258,1,0.1900424411904637
77,19.929957689448095,1,0.24716252456563545
77,21.163176607708927,1,0.08278940311733306
77,29.71013579062037,1,0.17218259708439537
77,31.218561681297444,1,0.4470344250498366
77,105.34226434574862,0,0.0
78,27.742876769601008,1,0.7194220301250898
78,64.98670722597062,1,0.0074886205191967556
78,76.47737208000669,1,0.49355667575104095
78,166.11451874008947,0,0.0
79,0.0022258455566232446,1,0.0452872510842542
79,179.09201756595903,0,0.0
80,7.512033837400307,1,0.009145691186593875
80,17.65985879367685,1,0.5609861758039965
80,18.14870903067811,1,0.16753686076607455
80,18.850541549515263,1,0.16385210875310383
80,141.90510813830906,0,0.0
81,5.805155765371775,1,0.12107054695026218
81,6.757223309264813,1,0.11979565017185974
81,24.08239202061634,1,1.1766484759806448
81,34.78563114278529,1,0.45776520581259883
81,37.69871825155706,1,0.17774606916746227
81,140.80701591904568,0,0.0
82,4.375614657242519,1,0.07233252826518002
82,127.79483777244383,0,0.0
83,4.481551028240806,1,0.23547784155266246
83,128.03973757761895,0,0.0
84,24.418657267545612,1,0.3437740977320658
84,36.41271868612948,1,0.1185804196862503
84,37.80080482068067,1,0.45962773971259
84,44.45871615590292,1,0.5716602794390157
84,97.14945589150398,0,0.0
85,124.98533664110359,0,0.0
86,1.9305025180519442,0,0.0
87,3.8422471467091692,1,0.0066705289285337865
87,19.68888894046585,1,0.03839208380856765
87,162.88126748505852,0,0.0
88,58.974247363536215,0,0.0
89,0.9396817349918288,1,0.20078045408976186
89,6.770976204954556,1,0.12029870973904372
89,17.28785589250045,1,0.12634396094138217
89,22.28497937437435,1,0.018575675641637313
89,24.128838616734456,1,0.21773110361990314
89,24.172320480825363,1,0.9770742012002765
89,40.201894605570075,1,0.5714031335738865
89,43.465161539050506,1,0.1567525686231455
89,49.77680124893174,1,0.6576726645993279
89,150.5705754764734,0,0.0
90,0.6545234019368604,1,0.04557244416753517
90,7.019031422326512,1,0.2703729105066047
90,8.55708358489783,1,0.017683033958057776
90,9.374826473002681,1,0.5980041989970066
90,18.987883191709216,1,0.48192239863356984
90,27.84417436611118,1,0.7739620314252317
90,32.14003727277915,1,0.06945542234412794
90,42.04782074483873,0,0.0
91,2.936291326987329,1,0.24127243076708685
91,9.377089910955027,1,0.19776407452972503
91,9.472379134463381,1,0.2102314424072598
91,23.489930627175042,1,0.6503142935329649
91,25.999128155649434,1,0.8542852025127781
91,37.32067494149151,1,0.5575873101248453
91,42.9490100460268,1,0.19458367137571456
91,52.56514888643096,0,0.0
92,1.5496851502657634,1,0.06359966431758227
92,1.8365083252402474,1,0.1542670200182162
92,14.542792256521151,1,0.1709749600600478
92,25.480343590954384,1,0.6198878325513465
92,28.299822178487556,1,0.2517444057494576
92,33.52187876739954,1,0.5401064379373772
92,39.05254691661484,1,0.1131038536472977
92,46.30162381749446,1,0.03543881438763975
92,68.53726495381487,1,0.4293356981038037
92,69.18048171844147,1,0.11675074709309781
92,69.72190301096414,1,0.1806727293813489
92,83.53883973301754,1,0.21682185949914262
92,89.10063930690751,1,0.06233545096901486
92,94.5201445175192,1,0.06814324521670924
92,104.28380892211962,1,0.20379592750801506
92,114.75028794226458,0,0.0
93,0.35713822689557667,1,0.16061023647252054
93,7.074777098034266,1,0.10020322823800233
93,17.59737115750149,1,0.08604624898172482
93,24.368799433899106,1,0.1891754428876041
93,114.81106554353912,0,0.0
94,176.06488738969517,0,0.0
95,8.76677714868399,1,0.47167075287426974
95,21.606023665013282,1,0.7655544755250063
95,23.00901150087271,0,0.0
96,21.51676952992777,1,0.09691084431389387
96,24.960959049896115,1,0.6498595731193773
96,38.19478246271583,1,0.055277036002519264
96,42.29529335839933,1,0.1951016503360163
96,93.70459970434881,0,0.0
97,6.480403493629396,1,0.14182181130478771
97,11.536969998254081,1,0.10611706875017111
97,17.499208525806704,1,0.15396952606331737
97,30.492080063980733,1,0.2538192045815081
97,35.29161311470168,1,0.40001529172528105
97,44.18236215812406,1,0.12346820743697219
97,55.776706060488735,1,0.360293441065694
97,56.101926828566086,1,0.3065135395805231
97,76.34071752360245,1,0.0395870505333332
97,82.1902595993507,0,0.0
98,27.113020140670276,0,0.0
99,0.42195604479312926,1,1.0584970437898047
99,13.047795036556955,1,0.37524875331026786
99,24.674229962483466,1,0.018202785585943675
99,28.64036024277049,1,0.11019074155000463
99,32.914663684518246,1,0.45142024894716976
99,48.670730077277305,1,0.3821117182160547
99,56.08750498269665,1,0.07877576185839028
99,79.50160132433275,1,0.051656887084104444
99,97.23779263848976,1,0.0680844725831141
99,103.74214064996946,0,0.0
100,1.0349681455658373,1,0.48855705745627265
100,5.696656794831975,1,0.731615403412016
100,9.243542122508856,1,0.4532604860100944
100,10.695936508830526,1,0.20326372523779931
100,18.02068268290449,1,1.2599209093302375
100,20.655338576349617,1,0.4316434235271145
100,95.64965515850008,0,0.0
